device_id,event_id,device_phone_brand,device_model,event_timestamp,event_latitude,event_longitude,event_app_id,event_app_installed,event_app_active,app_label_id,app_category,device_group,device_gender,device_age
-9215722913042087294,624075,三星,Galaxy S6 Edge,2016-05-01 08:28:24,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,636970,三星,Galaxy S6 Edge,2016-05-03 16:10:48,31.25,121.47,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,644976,三星,Galaxy S6 Edge,2016-05-07 20:35:43,31.25,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,645000,三星,Galaxy S6 Edge,2016-05-07 20:41:54,31.25,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,666371,三星,Galaxy S6 Edge,2016-05-01 05:18:38,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,693005,三星,Galaxy S6 Edge,2016-05-02 22:10:51,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,698198,三星,Galaxy S6 Edge,2016-05-01 05:16:59,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,698575,三星,Galaxy S6 Edge,2016-05-04 05:42:17,31.27,121.46,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,700892,三星,Galaxy S6 Edge,2016-05-02 08:37:45,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,719871,三星,Galaxy S6 Edge,2016-05-01 05:07:02,0.00,0.00,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,723689,三星,Galaxy S6 Edge,2016-05-04 06:24:24,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,738981,三星,Galaxy S6 Edge,2016-05-01 16:01:10,31.68,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,753406,三星,Galaxy S6 Edge,2016-05-07 20:44:58,31.25,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,759132,三星,Galaxy S6 Edge,2016-05-06 03:45:13,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,778368,三星,Galaxy S6 Edge,2016-05-05 21:15:10,31.20,121.55,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,780041,三星,Galaxy S6 Edge,2016-05-07 22:27:26,31.25,121.46,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,783477,三星,Galaxy S6 Edge,2016-05-06 03:34:11,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,783511,三星,Galaxy S6 Edge,2016-05-06 03:28:39,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,801500,三星,Galaxy S6 Edge,2016-05-02 21:54:23,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,821262,三星,Galaxy S6 Edge,2016-05-03 16:19:01,31.25,121.47,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,828697,三星,Galaxy S6 Edge,2016-05-02 21:57:08,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,857825,三星,Galaxy S6 Edge,2016-05-04 05:44:16,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,892163,三星,Galaxy S6 Edge,2016-05-06 03:40:58,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,921165,三星,Galaxy S6 Edge,2016-05-01 08:35:56,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,921226,三星,Galaxy S6 Edge,2016-05-01 08:35:08,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,933625,三星,Galaxy S6 Edge,2016-05-04 17:08:28,31.27,121.46,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,939315,三星,Galaxy S6 Edge,2016-05-05 21:17:01,31.20,121.55,8693964245073640147,1,1,172,IM,XXX,XXX,XXX
-9215722913042087294,939466,三星,Galaxy S6 Edge,2016-05-06 21:35:06,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,949344,三星,Galaxy S6 Edge,2016-05-01 08:19:10,31.22,121.39,8693964245073640147,1,1,172,IM,XXX,XXX,XXX
-9215722913042087294,949345,三星,Galaxy S6 Edge,2016-05-01 08:24:01,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,961848,三星,Galaxy S6 Edge,2016-05-01 16:00:10,31.68,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,978710,三星,Galaxy S6 Edge,2016-05-04 05:45:46,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,999287,三星,Galaxy S6 Edge,2016-05-02 21:59:02,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1003537,三星,Galaxy S6 Edge,2016-05-06 03:48:55,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1030928,三星,Galaxy S6 Edge,2016-05-02 07:43:33,0.00,0.00,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,1049829,三星,Galaxy S6 Edge,2016-05-06 03:35:34,31.22,121.39,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,1050028,三星,Galaxy S6 Edge,2016-05-06 03:42:37,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1073457,三星,Galaxy S6 Edge,2016-05-02 21:55:39,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1074097,三星,Galaxy S6 Edge,2016-05-06 21:29:12,31.27,121.46,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,1076253,三星,Galaxy S6 Edge,2016-05-03 23:08:07,31.27,121.46,8693964245073640147,1,1,172,IM,XXX,XXX,XXX
-9215722913042087294,1083118,三星,Galaxy S6 Edge,2016-05-01 08:26:21,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1093124,三星,Galaxy S6 Edge,2016-05-03 15:44:58,31.26,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1101707,三星,Galaxy S6 Edge,2016-05-02 21:56:37,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1102550,三星,Galaxy S6 Edge,2016-05-06 21:36:06,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1102555,三星,Galaxy S6 Edge,2016-05-06 21:42:48,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1180001,三星,Galaxy S6 Edge,2016-05-03 15:51:53,31.26,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1187258,三星,Galaxy S6 Edge,2016-05-07 20:33:39,31.25,121.46,-8446394436198082734,1,1,302,unknown,XXX,XXX,XXX
-9215722913042087294,1193457,三星,Galaxy S6 Edge,2016-05-06 03:45:06,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1205503,三星,Galaxy S6 Edge,2016-05-03 15:56:32,31.26,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1239685,三星,Galaxy S6 Edge,2016-05-06 20:06:11,31.27,121.46,8693964245073640147,1,1,172,IM,XXX,XXX,XXX
-9215722913042087294,1240090,三星,Galaxy S6 Edge,2016-05-07 20:35:12,31.25,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1241934,三星,Galaxy S6 Edge,2016-05-03 20:59:55,31.27,121.46,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,1271368,三星,Galaxy S6 Edge,2016-05-04 05:55:00,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1287135,三星,Galaxy S6 Edge,2016-05-01 15:58:59,31.68,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1303337,三星,Galaxy S6 Edge,2016-05-06 03:32:01,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1322640,三星,Galaxy S6 Edge,2016-05-02 22:13:05,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1327874,三星,Galaxy S6 Edge,2016-05-01 05:18:22,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1342026,三星,Galaxy S6 Edge,2016-05-01 16:02:40,31.68,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1342341,三星,Galaxy S6 Edge,2016-05-03 16:21:48,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1358749,三星,Galaxy S6 Edge,2016-05-04 06:00:11,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1370464,三星,Galaxy S6 Edge,2016-05-04 13:51:24,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1378778,三星,Galaxy S6 Edge,2016-05-04 05:53:18,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1392079,三星,Galaxy S6 Edge,2016-05-01 13:30:49,31.68,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1426367,三星,Galaxy S6 Edge,2016-05-04 13:53:35,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1437232,三星,Galaxy S6 Edge,2016-05-06 21:29:36,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1443307,三星,Galaxy S6 Edge,2016-05-04 05:55:30,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1489213,三星,Galaxy S6 Edge,2016-05-02 22:00:54,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1494915,三星,Galaxy S6 Edge,2016-05-04 06:22:41,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1496689,三星,Galaxy S6 Edge,2016-05-01 08:34:25,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1528266,三星,Galaxy S6 Edge,2016-05-05 21:16:14,31.20,121.55,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1550831,三星,Galaxy S6 Edge,2016-05-03 14:49:21,31.26,121.47,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,1559260,三星,Galaxy S6 Edge,2016-05-05 21:13:52,31.22,121.39,8693964245073640147,1,1,172,IM,XXX,XXX,XXX
-9215722913042087294,1589469,三星,Galaxy S6 Edge,2016-05-07 20:34:44,31.17,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1596768,三星,Galaxy S6 Edge,2016-05-04 05:47:21,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1601805,三星,Galaxy S6 Edge,2016-05-02 09:01:27,31.62,121.39,8693964245073640147,1,1,172,IM,XXX,XXX,XXX
-9215722913042087294,1663351,三星,Galaxy S6 Edge,2016-05-04 06:26:39,31.27,121.46,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,1687902,三星,Galaxy S6 Edge,2016-05-02 21:52:30,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1704525,三星,Galaxy S6 Edge,2016-05-05 04:04:22,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1720348,三星,Galaxy S6 Edge,2016-05-03 15:56:14,31.26,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1737060,三星,Galaxy S6 Edge,2016-05-06 22:01:17,0.00,0.00,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,1738083,三星,Galaxy S6 Edge,2016-05-07 22:29:35,31.25,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1788828,三星,Galaxy S6 Edge,2016-05-03 23:08:37,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1801968,三星,Galaxy S6 Edge,2016-05-01 13:29:42,31.68,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1818231,三星,Galaxy S6 Edge,2016-05-01 05:11:24,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1871907,三星,Galaxy S6 Edge,2016-05-01 08:32:54,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1908974,三星,Galaxy S6 Edge,2016-05-02 22:15:07,31.26,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1921780,三星,Galaxy S6 Edge,2016-05-01 05:21:22,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1922085,三星,Galaxy S6 Edge,2016-05-04 05:39:52,31.27,121.46,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,1937802,三星,Galaxy S6 Edge,2016-05-01 15:58:31,31.69,121.47,8693964245073640147,1,1,172,IM,XXX,XXX,XXX
-9215722913042087294,1940137,三星,Galaxy S6 Edge,2016-05-03 17:16:27,31.27,121.46,8925827819315671210,1,1,100,Cute style comic,XXX,XXX,XXX
-9215722913042087294,1940138,三星,Galaxy S6 Edge,2016-05-03 17:16:55,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1957511,三星,Galaxy S6 Edge,2016-05-01 05:07:31,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1957515,三星,Galaxy S6 Edge,2016-05-01 05:08:48,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1959921,三星,Galaxy S6 Edge,2016-05-02 07:48:09,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1959922,三星,Galaxy S6 Edge,2016-05-02 07:48:39,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1960432,三星,Galaxy S6 Edge,2016-05-04 05:54:00,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1961067,三星,Galaxy S6 Edge,2016-05-01 08:48:53,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,1971470,三星,Galaxy S6 Edge,2016-05-01 16:00:59,31.68,121.48,8693964245073640147,1,1,172,IM,XXX,XXX,XXX
-9215722913042087294,1987591,三星,Galaxy S6 Edge,2016-05-06 03:49:35,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2062855,三星,Galaxy S6 Edge,2016-05-06 21:36:37,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2074064,三星,Galaxy S6 Edge,2016-05-02 07:47:39,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2087122,三星,Galaxy S6 Edge,2016-05-04 17:09:27,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2091980,三星,Galaxy S6 Edge,2016-05-07 20:40:52,31.25,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2121363,三星,Galaxy S6 Edge,2016-05-07 20:34:30,31.17,121.48,-8446394436198082734,1,1,302,unknown,XXX,XXX,XXX
-9215722913042087294,2126362,三星,Galaxy S6 Edge,2016-05-03 17:17:25,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2132171,三星,Galaxy S6 Edge,2016-05-06 20:05:02,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2167468,三星,Galaxy S6 Edge,2016-05-02 21:55:52,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2175955,三星,Galaxy S6 Edge,2016-05-04 06:23:11,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2177731,三星,Galaxy S6 Edge,2016-05-01 08:33:56,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2177736,三星,Galaxy S6 Edge,2016-05-01 08:36:14,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2195837,三星,Galaxy S6 Edge,2016-05-05 21:17:50,31.20,121.55,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2201327,三星,Galaxy S6 Edge,2016-05-06 03:49:25,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2201676,三星,Galaxy S6 Edge,2016-05-05 04:33:14,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2222186,三星,Galaxy S6 Edge,2016-05-02 22:09:58,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2227215,三星,Galaxy S6 Edge,2016-05-01 05:17:22,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2230428,三星,Galaxy S6 Edge,2016-05-01 08:25:03,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2240359,三星,Galaxy S6 Edge,2016-05-03 15:42:58,31.26,121.48,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,2259982,三星,Galaxy S6 Edge,2016-05-02 09:02:27,31.62,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2274121,三星,Galaxy S6 Edge,2016-05-05 21:19:23,31.20,121.55,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2280048,三星,Galaxy S6 Edge,2016-05-04 05:44:49,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2305473,三星,Galaxy S6 Edge,2016-05-04 05:36:01,0.00,0.00,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,2305475,三星,Galaxy S6 Edge,2016-05-04 05:48:21,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2323860,三星,Galaxy S6 Edge,2016-05-04 05:50:56,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2323881,三星,Galaxy S6 Edge,2016-05-04 05:44:45,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2323896,三星,Galaxy S6 Edge,2016-05-04 05:42:46,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2339397,三星,Galaxy S6 Edge,2016-05-03 15:48:06,31.26,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2370367,三星,Galaxy S6 Edge,2016-05-01 16:02:09,31.68,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2379595,三星,Galaxy S6 Edge,2016-05-02 22:10:35,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2398750,三星,Galaxy S6 Edge,2016-05-04 13:51:01,31.27,121.46,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,2407069,三星,Galaxy S6 Edge,2016-05-03 17:17:55,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2413252,三星,Galaxy S6 Edge,2016-05-06 03:30:55,31.20,121.55,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,2419204,三星,Galaxy S6 Edge,2016-05-02 22:12:36,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2437200,三星,Galaxy S6 Edge,2016-05-05 21:18:50,31.20,121.55,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2437895,三星,Galaxy S6 Edge,2016-05-02 22:11:35,31.63,121.39,8693964245073640147,1,1,172,IM,XXX,XXX,XXX
-9215722913042087294,2443132,三星,Galaxy S6 Edge,2016-05-01 05:09:05,31.22,121.39,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,2444152,三星,Galaxy S6 Edge,2016-05-04 06:23:41,31.27,121.46,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,2445675,三星,Galaxy S6 Edge,2016-05-01 08:33:50,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2457654,三星,Galaxy S6 Edge,2016-05-03 17:28:16,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2532301,三星,Galaxy S6 Edge,2016-05-07 20:45:26,31.25,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2557472,三星,Galaxy S6 Edge,2016-05-03 15:47:06,31.26,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2565759,三星,Galaxy S6 Edge,2016-05-05 21:11:11,31.20,121.55,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2565838,三星,Galaxy S6 Edge,2016-05-05 21:14:19,31.20,121.55,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2577710,三星,Galaxy S6 Edge,2016-05-02 08:59:02,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2597555,三星,Galaxy S6 Edge,2016-05-02 21:52:55,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2606468,三星,Galaxy S6 Edge,2016-05-04 06:23:41,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2632972,三星,Galaxy S6 Edge,2016-05-05 04:04:52,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2636638,三星,Galaxy S6 Edge,2016-05-04 05:43:46,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2637211,三星,Galaxy S6 Edge,2016-05-04 05:59:41,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2639529,三星,Galaxy S6 Edge,2016-05-01 08:37:43,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2666621,三星,Galaxy S6 Edge,2016-05-03 16:07:40,31.26,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2731345,三星,Galaxy S6 Edge,2016-05-05 04:29:39,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2731346,三星,Galaxy S6 Edge,2016-05-05 04:32:32,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2732021,三星,Galaxy S6 Edge,2016-05-04 05:50:26,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2735589,三星,Galaxy S6 Edge,2016-05-01 08:27:57,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2769274,三星,Galaxy S6 Edge,2016-05-06 03:50:06,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2769911,三星,Galaxy S6 Edge,2016-05-04 05:45:16,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2769912,三星,Galaxy S6 Edge,2016-05-04 05:46:16,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2769925,三星,Galaxy S6 Edge,2016-05-04 05:43:16,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2782583,三星,Galaxy S6 Edge,2016-05-03 15:56:44,31.26,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2816655,三星,Galaxy S6 Edge,2016-05-07 22:29:04,31.25,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2821916,三星,Galaxy S6 Edge,2016-05-02 07:45:31,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2863615,三星,Galaxy S6 Edge,2016-05-06 20:04:31,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2870468,三星,Galaxy S6 Edge,2016-05-04 05:40:49,31.27,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2873053,三星,Galaxy S6 Edge,2016-05-01 08:34:56,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2873054,三星,Galaxy S6 Edge,2016-05-01 08:36:00,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2882798,三星,Galaxy S6 Edge,2016-05-03 15:43:08,31.26,121.48,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2902997,三星,Galaxy S6 Edge,2016-05-02 09:02:56,31.63,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2920594,三星,Galaxy S6 Edge,2016-05-07 19:07:54,31.17,121.48,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
-9215722913042087294,2956716,三星,Galaxy S6 Edge,2016-05-07 20:42:24,31.25,121.46,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2958132,三星,Galaxy S6 Edge,2016-05-05 21:17:06,31.20,121.55,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2964168,三星,Galaxy S6 Edge,2016-05-06 03:31:55,31.22,121.39,XXX,XXX,XXX,XXX,XXX,XXX,XXX,XXX
-9215722913042087294,2977986,三星,Galaxy S6 Edge,2016-05-01 17:12:52,31.63,121.39,9112463115055533409,1,0,164,gaming strategy,XXX,XXX,XXX
